Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	A	um	lam	t10	t50	t90	t_window	t_inflection	y_inflection	auc	R2	RMSE	normalized_RMSE	AIC	BIC
SPAC11D3.13	hsp3104	viable	V	1.933	0.257	14.545	15.005	18.334	23.556	8.551	17.317	0.711	2.817	0.715885	0.214	0.146635	-18.673	-18.435
SPAC11D3.14c	oxp2	viable	V	-0.679	0.092	0.0	-0.453	-3.73	-8.871	-8.418	-2.729	-0.25	-0.035	-1.505658	0.281	0.625387	-14.286	-14.048
SPAC11D3.15	oxp1	viable	V	0.177	0.03	-0.0	0.364	3.001	7.138	6.773	2.196	0.065	2.761	-0.622579	0.14	0.462131	-25.402	-25.164
SPAC11D3.16c	SPAC11D3.16c	viable	V	0.649	0.029	0.0	1.348	11.1	26.403	25.055	8.123	0.239	5.25	0.636107	0.136	0.168182	-25.954	-25.716
SPAC11D3.17	SPAC11D3.17	viable	V	-0.451	-0.076	-0.0	0.364	3.001	7.138	6.773	2.196	-0.166	-7.024	0.659843	0.117	0.164168	-28.3	-28.061
SPAC11D3.18c	SPAC11D3.18c	viable	V	0.209	0.035	0.0	0.364	3.001	7.138	6.773	2.196	0.077	3.25	0.232872	0.172	0.246299	-22.195	-21.957
SPAC11D3.19	SPAC11D3.19	viable	Not_determined	0.948	0.159	12.105	12.47	15.106	19.243	6.773	14.301	0.349	3.56	0.43745	0.386	0.225575	-9.242	-9.003
SPAC11D3.20	SPAC11D3.20	unknown	Not_determined	0.18	0.008	0.0	1.291	10.627	25.277	23.986	7.777	0.066	1.506	0.117243	0.211	0.346321	-18.875	-18.637
SPAC11E3.01c	swr1	viable	V	1.538	0.123	-0.0	0.762	6.273	14.92	14.158	4.59	0.566	18.372	0.912474	0.145	0.092959	-24.905	-24.666
SPAC11E3.02c	ync13	condition-dependent	E	2.713	0.342	-0.0	0.484	3.986	9.48	8.996	2.917	0.998	39.168	0.991251	0.097	0.034698	-31.338	-31.099
SPAC11E3.03	csm1	viable	V	3.437	0.427	0.352	0.844	4.402	9.986	9.143	3.316	1.264	48.226	0.994477	0.101	0.028389	-30.649	-30.411
SPAC11E3.04c	ubc13	viable	V	-0.67	-0.112	-0.0	0.364	3.001	7.138	6.773	2.196	-0.246	-10.435	0.681717	0.142	0.169443	-25.27	-25.031
SPAC11E3.05	sea3	viable	V	3.713	0.622	-0.0	0.364	3.001	7.138	6.773	2.196	1.366	57.842	0.939817	0.325	0.087092	-11.982	-11.743
SPAC11E3.06	map1	viable	V	-0.349	0.059	9.021	8.657	6.021	1.884	-6.773	6.825	-0.129	-1.976	0.201256	0.304	0.337342	-13.072	-12.834
SPAC11E3.08c	nse6	viable	V	3.29	0.304	-0.0	0.661	5.446	12.954	12.292	3.985	1.21	42.142	0.985282	0.145	0.045752	-24.888	-24.649
SPAC11E3.09	pyp3	viable	V	1.159	0.061	3.181	4.335	12.682	25.781	21.446	10.134	0.427	7.78	0.820143	0.147	0.136822	-24.623	-24.385
SPAC11E3.10	SPAC11E3.10	viable	V	0.457	0.077	-0.0	0.364	3.001	7.138	6.773	2.196	0.168	7.124	0.082079	0.209	0.341787	-19.06	-18.821
SPAC11E3.11c	syt22	viable	V	1.364	0.079	4.859	5.91	13.516	25.452	19.542	11.194	0.502	8.084	0.969697	0.064	0.05995	-37.886	-37.647
SPAC11E3.12	SPAC11E3.12	viable	V	0.718	-0.099	0.0	-0.445	-3.662	-8.709	-8.265	-2.679	0.264	0.036	-0.265977	0.135	0.392734	-26.074	-25.836
SPAC11E3.13c	gas5	viable	V	0.166	0.028	-0.0	0.364	3.001	7.138	6.773	2.196	0.061	2.585	-0.435911	0.195	0.434962	-20.167	-19.929
SPAC11E3.14	SPAC11E3.14	viable	V	2.125	0.107	2.289	3.497	12.239	25.955	22.458	9.57	0.782	15.12	0.97059	0.103	0.058927	-30.35	-30.111
SPAC11E3.15	rpl22	viable	V	0.894	0.041	-0.0	1.348	11.1	26.403	25.055	8.123	0.329	7.241	-0.041669	0.648	0.344289	-0.952	-0.713
SPAC11G7.01	mtl2	viable	V	0.2	0.033	-0.0	0.364	3.001	7.138	6.773	2.196	0.074	3.112	0.019632	0.106	0.350126	-29.949	-29.71
SPAC11G7.02	pub1	viable	V	2.96	0.229	-0.0	0.788	6.491	15.438	14.65	4.75	1.089	34.722	0.966785	0.188	0.061031	-20.733	-20.494
SPAC11G7.03	idh1	viable	V	2.49	0.182	2.174	3.008	9.041	18.507	15.499	7.199	0.916	23.477	0.932261	0.249	0.08382	-16.27	-16.032
SPAC11G7.06c	mug132	viable	V	-0.351	0.052	0.0	-0.415	-3.42	-8.135	-7.72	-2.503	-0.129	-0.016	-1.000699	0.185	0.459596	-20.98	-20.741
SPAC11H11.01	sst6	viable	V	0.822	0.138	-0.0	0.364	3.001	7.138	6.773	2.196	0.302	12.804	0.948573	0.067	0.076413	-37.173	-36.935
SPAC11H11.02c	mug162	viable	V	-0.31	-0.035	0.0	0.534	4.396	10.457	9.923	3.217	-0.114	-4.326	0.659911	0.081	0.181728	-34.239	-34.0
SPAC11H11.03c	SPAC11H11.03c	viable	V	0.009	-0.001	0.0	-0.731	-6.018	-14.315	-13.584	-4.404	0.003	0.001	-0.009144	0.078	0.331145	-34.854	-34.616
SPAC11H11.04	mam2	viable	V	0.474	0.037	1.703	2.476	8.072	16.853	14.377	6.364	0.174	4.886	0.643788	0.147	0.205381	-24.694	-24.455
SPAC11H11.05c	fta6	viable	V	-0.938	0.051	3.671	2.547	-5.584	-18.343	-20.89	-3.102	-0.345	-0.564	-0.467677	0.227	0.434408	-17.742	-17.503
SPAC1250.02	mug95	viable	V	0.2	0.034	0.155	0.519	3.156	7.293	6.773	2.351	0.074	3.087	0.545012	0.093	0.206187	-32.04	-31.801
SPAC1250.03	ubc14	viable	V	0.756	0.127	0.0	0.364	3.001	7.138	6.773	2.196	0.278	11.77	0.428051	0.377	0.25083	-9.587	-9.349
SPAC1250.04c	atl1	viable	V	0.546	0.092	6.0	6.364	9.001	13.137	6.773	8.196	0.201	5.263	0.160238	0.69	0.308415	0.061	0.3
SPAC1250.05	rpl3002	viable	V	0.82	0.083	0.0	0.602	4.958	11.792	11.19	3.628	0.301	10.934	0.94489	0.074	0.088052	-35.724	-35.486
SPAC1296.01c	SPAC1296.01c	viable	V	1.059	0.078	0.22	1.044	7.005	16.359	15.314	5.186	0.389	11.906	0.882832	0.14	0.112522	-25.409	-25.171
SPAC1296.02	cox4	viable	V	-0.593	0.099	15.593	15.229	12.592	8.456	-6.773	13.397	-0.218	-7.195	0.572839	0.248	0.259035	-16.316	-16.078
SPAC1296.03c	sxa2	viable	V	-1.0	0.054	3.574	2.444	-5.73	-18.556	-21.0	-3.234	-0.368	-0.581	0.125458	0.264	0.259073	-15.293	-15.055
SPAC1296.04	mug65	viable	V	1.533	0.081	-0.0	1.155	9.513	22.626	21.471	6.961	0.564	14.011	0.426444	0.506	0.24712	-4.904	-4.666
SPAC1296.05c	lcp1	viable	V	-1.0	0.053	3.131	1.974	-6.395	-19.527	-21.502	-3.84	-0.368	-0.495	0.069258	0.171	0.277225	-22.253	-22.015
SPAC1296.06	tah18	viable	V	3.22	0.539	-0.0	0.364	3.001	7.138	6.773	2.196	1.184	50.153	0.7864	0.52	0.14647	-4.468	-4.23
SPAC12B10.01c	hul6	viable	V	1.558	0.084	-0.0	1.13	9.306	22.135	21.005	6.81	0.573	14.476	0.920056	0.123	0.090505	-27.553	-27.315
SPAC12B10.02c	sdg1	condition-dependent	E	0.532	0.077	0.0	0.422	3.474	8.262	7.84	2.542	0.196	7.989	0.818271	0.109	0.147073	-29.487	-29.249
SPAC12B10.03	bun62	viable	V	2.578	0.432	-0.0	0.364	3.001	7.138	6.773	2.196	0.948	40.154	0.728354	0.439	0.174893	-7.166	-6.928
SPAC12B10.04	pby1	viable	V	-0.12	0.018	0.0	-0.4	-3.294	-7.835	-7.435	-2.411	-0.044	-0.005	-0.03242	0.197	0.281282	-20.024	-19.786
SPAC12B10.05	icp55	viable	V	-0.846	0.038	0.0	-1.348	-11.1	-26.403	-25.055	-8.123	-0.311	-0.129	-0.034981	0.196	0.288932	-20.059	-19.821
SPAC12B10.06c	sdh5	viable	V	-0.85	-0.142	-0.0	0.364	3.001	7.138	6.773	2.196	-0.313	-13.243	0.610209	0.204	0.196834	-19.41	-19.171
SPAC12B10.07	acp1	viable	V	0.285	0.048	-0.0	0.364	3.001	7.138	6.773	2.196	0.105	4.442	-0.246297	0.156	0.33181	-23.731	-23.493
SPAC12B10.08c	til1	inviable	E	3.712	0.584	3.097	3.485	6.291	10.694	7.209	5.435	1.365	45.668	0.994967	0.115	0.028994	-28.55	-28.312
SPAC12B10.09	pet801	viable	V	-0.786	0.036	0.0	-1.348	-11.1	-26.403	-25.055	-8.123	-0.289	-0.12	-0.726465	0.189	0.493769	-20.688	-20.45
SPAC12B10.10	nod1	viable	V	0.708	0.089	0.748	1.234	4.75	10.268	9.034	3.677	0.261	9.711	0.844524	0.13	0.140004	-26.653	-26.415
SPAC12B10.11	exg2	viable	V	-0.244	0.041	16.112	15.747	13.111	8.974	-6.773	13.916	-0.09	-3.093	-0.786389	0.23	0.453485	-17.521	-17.282
SPAC12B10.12c	rhp41	viable	V	1.71	0.094	3.702	4.817	12.879	25.529	20.713	10.417	0.629	11.126	0.990758	0.047	0.036177	-42.936	-42.698
SPAC12B10.13	gid8	viable	V	-0.408	-0.018	0.0	1.348	11.1	26.403	25.055	8.123	-0.15	-3.305	0.199257	0.303	0.257111	-13.084	-12.845
SPAC12B10.14c	tea5	viable	V	0.773	0.036	0.0	1.307	10.755	25.582	24.275	7.871	0.284	6.419	0.692384	0.146	0.191693	-24.821	-24.582
SPAC12B10.15c	rnh203	viable	V	0.905	0.042	0.55	1.865	11.374	26.296	24.431	8.471	0.333	7.121	0.124543	0.565	0.293557	-3.124	-2.885
SPAC12B10.16c	mug157	viable	V	0.315	0.053	-0.0	0.364	3.001	7.138	6.773	2.196	0.116	4.909	-0.682756	0.239	0.41064	-16.874	-16.635
SPAC12G12.01c	sea4	viable	V	1.201	0.201	-0.0	0.364	3.001	7.138	6.773	2.196	0.442	18.703	0.908334	0.14	0.097315	-25.409	-25.171
SPAC12G12.02	efg1	inviable	E	3.238	0.147	-0.0	1.348	11.1	26.403	25.055	8.123	1.191	26.217	0.609408	0.497	0.178862	-5.191	-4.952
SPAC12G12.03	cip2	viable	V	0.868	0.042	1.521	2.777	11.857	26.105	23.329	9.085	0.319	6.471	0.959736	0.051	0.073829	-41.61	-41.372
SPAC12G12.05c	taf9	inviable	E	-0.359	-0.016	0.0	1.348	11.1	26.403	25.055	8.123	-0.132	-2.906	0.528645	0.077	0.225235	-34.924	-34.685
SPAC12G12.06c	rcl1	inviable	E	0.829	0.139	-0.0	0.364	3.001	7.138	6.773	2.196	0.305	12.907	0.011635	0.747	0.316722	1.343	1.581
SPAC12G12.07c	cpn1	viable	V	-1.0	0.053	3.174	2.019	-6.331	-19.435	-21.454	-3.782	-0.368	-0.503	0.075426	0.295	0.284492	-13.516	-13.278
SPAC12G12.08	mrpl6	inviable	E	1.707	0.286	0.538	0.902	3.539	7.675	6.773	2.734	0.628	25.715	0.528599	0.678	0.220008	-0.227	0.012
SPAC12G12.09	eti1	viable	V	0.146	-0.021	0.0	-0.414	-3.405	-8.099	-7.685	-2.492	0.054	0.007	-0.144383	0.138	0.351169	-25.728	-25.489
